ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Value_RU,Comment_RU
21253,salar,I-5,Present,I-5-2,,,Настоящее,
21254,salar,I-5,Future,I-5-3,,,Будущее,
21255,salar,I-6,Separate,I-6-1,,,Раздельное,
21256,salar,I-7,Auxiliary verbs and affixes,I-7-3,,,Вспомогательный глагол и аффиксы,
21257,salar,I-10,Absent,I-10-1,,,Отсутствует,
21258,salar,J-3,Postpositions,J-3-2,,,Послелоги,
21259,salar,J-4,Adverbs,J-4-3,,,Наречия,
21260,salar,J-6,Pronouns,J-6-2,,,Местоимения,
21261,salar,J-8,Negative particles and negative affixes,J-8-9,,,Отрицательные частицы и аффиксы,
21262,salar,J-9,Postposition,J-9-4,,,Постпозиция,
21263,salar,K-1,Case affixes of pronouns are the same as noun case affixes,K-1-2,,,Падежные местоименные аффиксы совпадают с именными,
21264,salar,K-2,No articles,K-2-1,,,Артикли отсутствуют,
21265,salar,K-8,Subject,K-8-2,,,Субъектное,
21266,salar,K-9,Absent,K-9-1,,,Отсутствуют,
21267,salar,K-12,Absent,K-12-1,,,Отсутствуют,
21268,salar,K-14,Absent,K-14-2,,,Отсутствует,
21269,salar,K-15,No attributive agreement,K-15-1,,,Атрибутивное согласование отсутствует,
21270,salar,K-16,"Case, possessivity and number",K-16-11,,,"Падеж, посессивность и число",
21271,salar,K-18,Affixes,K-18-2,,,Аффиксы,
21272,salar,K-19,Mainly or only suffixal,K-19-4,,,Преимущественно или только суффиксальная,
21273,salar,L-1,"Derivation, reduplication and compounding",L-1-19,,,"Аффиксация, редупликация и словосложение",
21274,salar,L-2,Suffixes,L-2-2,,,Суффиксы,
21275,salar,M-1,Accusative,M-1-3,,,Аккузативная,
21276,salar,M-2,Fixed,M-2-1,,,Жесткий,
21277,salar,M-3,SOV,M-3-2,,,SOV,
21278,salar,M-4,Modifier precedes noun,M-4-1,,,Определение предшествует определяемому,
21279,salar,N-5,Both syndesis and asyndeton possible,N-5-3,,,Союзная и бессоюзная,
21280,sangesari,A-1,,,,,Список из восьми монофтонгов и двух дифтонгов терминологически не интерпретируется,Альтернативные оценки количества монофтонгов и  дифтонгов 19/4 (А.Кристенсен) и 16/11 (В.Жуковский).
21281,sangesari,A-13,Only diphthongs present,A-13-2,,,Только дифтонги,
21282,sangesari,A-14,Falling (descending),A-14-2,,,Нисходящие,
21283,sangesari,A-15,Opposition by presence and absence of voice,A-15-1,,,Противопоставление по звонкости/глухости,
21284,sangesari,A-16,,,,,"Смычные (чистые, аффрикаты и носовые); щелевые: однофокусные (кругло- и плоскощелевые), двухфокусные и боковые; дрожащие",
21285,sangesari,A-17,,,,,"Лабиальные, переднеязычные, среднеязычные, заднеязычные, увулярные и фарингальные",
21286,sangesari,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,
21287,sangesari,A-20,Velar and uvular,A-20-3,,,Велярные и увулярные,
21288,sangesari,A-21,Only pharyngeal,A-21-1,,,Только фарингальные,
21289,sangesari,A-22,Absent,A-22-1,,,Отсутствуют,Других данных нет.
21290,sangesari,A-23,"Nasal, liquid and vibrant",A-23-2,,,"Назальные, плавные и вибранты",
21291,sangesari,A-24,Labial and coronal,A-24-7,,,Лабиальные и переднеязычные,
21292,sangesari,A-25,Absent,A-25-1,,,Отсутствуют,Других данных нет.
21293,sangesari,B-2,Syllable,B-2-1,,,Слог,
21294,sangesari,B-4,Dynamic,B-4-1,,,Динамическое,
21295,sangesari,B-5,Fixed,B-5-2,,,Связанное,
21296,sangesari,B-9,,,,,"Последний слог основы или слова (суффиксальные элементы, окончания и послелоги), частица отрицания в формах глагола",
21297,sangesari,E-1,Fusional with some agglutinative features,E-1-4,,,Флективный с элементами агглютинации,
21298,sangesari,E-2,Cumulative affixes,E-2-2,,,Кумулятивность аффиксов,
21299,sangesari,E-3,One flection can only express one meaning,E-3-1,,,Отсутствие полисемантизма флексий,
21300,sangesari,E-4,Analytic with elements of synthetism,E-4-3,,,Аналитический с элементами синтетизма,
21301,sangesari,F-1,Two,F-1-2,,,Два,
21302,sangesari,F-2,,,,,Род существительных морфологически не выражен,
21303,sangesari,F-3,"Pronouns, adjectives, and verbs",F-3-9,,,"В местоимении, прилагательном и глаголе",
21304,sangesari,F-7,Animacy/inanimacy,F-7-3,,,Одушевленность/неодушевленность,
21305,sangesari,F-9,Lexical and morphological,F-9-6,,,Лексический и морфологический,
21306,sangesari,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
21307,sangesari,G-2,Marked and unmarked,G-2-3,,,Маркированное и немаркированное,
21308,sangesari,G-4,Predicative,G-4-2,,,Предикативное,
21309,sangesari,G-5,Singular and plural,G-5-3,,,Единственное и множественное,
21310,sangesari,H-1,One-two,H-1-1,,,Один-два,
21311,sangesari,H-2,,,,,"Глагольное согласование, падежные аффиксы и послелоги",
21312,sangesari,H-4,Oblique,H-4-5,,,Косвенный,Косвенный падеж существительных и субстантивных местоимений
21313,sangesari,H-5,Apposition,H-5-7,,,Соположение,
21314,sangesari,H-6,,,,,"Предлоги и послелоги и их сочетания, беспредложные локативные существительные в косвенном падеже",
21315,sangesari,I-5,Past,I-5-1,,,Прошедшее,
21316,sangesari,I-5,Non-past,I-5-5,,,Непрошедшее (настоящее-будущее),
21317,sangesari,I-6,Syncretic,I-6-2,,,Синкретическое,
21318,sangesari,I-7,,,,,"Тип основы, вспомогательны глагол и аффиксы",
21319,sangesari,I-8,,,,,"Лицо, число, род (в энклитических формах), вид, время и модальность",
21320,sangesari,I-9,In singular and plural,I-9-3,,,В единственном и множественном числе,
21321,sangesari,I-10,Change of conjugation type,I-10-6,,,Изменение типа спряжения,
21322,sangesari,J-1,Pronouns-nouns and pronouns-adjectives,J-1-11,,,Местоимения-существительные и местоимения-прилагательные,
21323,sangesari,J-2,Demonstrative pronouns and adpositions,J-2-16,,,"Указательные местоимения, предлоги и послелоги",
21324,sangesari,J-3,Adpositions,J-3-9,,,Предлоги и послелоги,
21325,sangesari,J-4,Pronouns,J-4-4,,,Местоимения,
21326,sangesari,J-5,Absent,J-5-1,,,Отсутствует,
21327,sangesari,J-6,"Articles, pronouns and numerals",J-6-21,,,"Артикли, местоимения и числительные",
21328,sangesari,J-8,Negative particles,J-8-3,,,Отрицательные частицы,Других данных нет.
21329,sangesari,J-9,Preposition,J-9-3,,,Препозиция,
21330,sangesari,K-1,Pronominal inflection type,K-1-3,,,Собственный тип склонения,
21331,sangesari,K-2,Only indefinite,K-2-2,,,Только неопределенный,
21332,sangesari,K-3,Same,K-3-1,,,Совпадают,
21333,sangesari,K-4,Postposition,K-4-2,,,Постпозиция,
21334,sangesari,K-6,,,,,Неопределенность-единичность,
21335,sangesari,K-7,Two types of conjugation,K-7-2,,,Два типа спряжения,
21336,sangesari,K-8,Subject,K-8-2,,,Субъектное,
21337,sangesari,K-10,Past,K-10-4,,,Прошедшее,
21338,sangesari,K-12,Absent,K-12-1,,,Отсутствуют,
21339,sangesari,K-16,,,,,"Число, падеж, определенность/неопределенность",
21340,sangesari,K-17,Absent,K-17-1,,,Отсутствует,
21341,sangesari,K-18,Affixes,K-18-2,,,Аффиксы,Других данных нет.
21342,sangesari,K-19,Prefixal-suffixal,K-19-1,,,Префиксально-суффиксальная,
21343,sangesari,M-1,Accusative with elements of ergativity,M-1-7,,,Аккузативная с элементами эргативной,
21344,sangesari,M-3,SOV,M-3-2,,,SOV,
21345,sangesari,M-4,Not fixed,M-4-3,,,Не фиксирован,
21346,sanglechi,A-1,Three,A-1-2,,,Три,Других данных нет. Список из 11 гласных фонем по количеству степеней подъема терминологически не интепретируется.
21347,sanglechi,A-2,,,,,Список из 11 гласных фонем по степени подъема терминологически не интепретируется,
21348,sanglechi,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",Других данных нет. Список из 11 гласных фонем по признаку ряда терминологически не интепретируется.
21349,sanglechi,A-5,Present,A-5-1,,,Присутствуют,
21350,sanglechi,A-6,Two,A-6-1,,,Две ступени,Фонологический статус долготы гласных не определен.
